event_id,shot_id,source_folder,filename,weapon,distance_m,material,outcome,eigene,sensor_position,trigger_repeat,variant,mean_raw,std_raw,min_raw,max_raw,ptp_raw,rms_centered,energy_centered,peak_abs_amplitude,peak_signed_amplitude,peak_position_norm,zero_crossing_rate,skewness,kurtosis,attack_energy_ratio,spectral_centroid_bin,dominant_freq_bin,spec_energy_low_frac,spec_energy_mid_frac,spec_energy_high_frac,crest_factor
11,002,002_P8 15m Holz eigene,unten1.txt,P8,15.0,Holz,Treffer,True,unten,1.0,,127.8515625,52.54222109464534,37.0,245.0,208.0,52.542430770283175,1413482.0,117.0,117.0,0.203125,0.08984375,0.33630504135193945,-0.21474934233020226,0.7246402854794047,50.759146044785815,5,0.986528795913811,0.009810167591186674,0.003661036495002215,2.2267717401446494
12,002,002_P8 15m Holz eigene,unten2.txt,P8,15.0,Holz,Treffer,True,unten,2.0,,129.73046875,63.54693154791405,35.0,245.0,210.0,63.57048868185614,2069098.0,117.0,117.0,0.212890625,0.068359375,0.25886557031612556,-1.0225932648899758,0.5335097709243352,45.88410087782297,6,0.9909547973344425,0.007214893974624254,0.0018303086909333063,1.840476649215265
13,003,003_P8 20m Holz eigene,mitte1.txt,P8,20.0,Holz,Treffer,True,mitte,1.0,,128.69921875,53.58702909183946,36.0,246.0,210.0,53.59159069994097,1470494.0,118.0,118.0,0.685546875,0.09375,0.2602979147706812,-0.43018992659069566,0.18267874605404713,38.275236980342726,6,0.9877421638120439,0.011684000483010111,0.0005738357049459604,2.2018379834716892
14,003,003_P8 20m Holz eigene,mitte2.txt,P8,20.0,Holz,Treffer,True,mitte,2.0,,129.287109375,44.32384364066125,35.0,236.0,201.0,44.34252773156938,1006725.0,108.0,108.0,0.4765625,0.119140625,0.08100709936954238,-0.32521041136625817,0.3222905957436241,40.68043725477826,6,0.9863181965439957,0.012637019182098546,0.0010447842739057301,2.43558510356807
15,003,003_P8 20m Holz eigene,oben1.txt,P8,20.0,Holz,Treffer,True,oben,1.0,,131.353515625,56.01651217344651,37.0,246.0,209.0,56.11680410647955,1612337.0,118.0,118.0,0.609375,0.06640625,0.18918974323728935,-0.6485573480214408,0.35584682358588804,26.831030094014714,6,0.9984563536275077,0.0014573486852481928,8.629768724419892e-05,2.1027569526945378
16,003,003_P8 20m Holz eigene,unten1.txt,P8,20.0,Holz,Treffer,True,unten,1.0,,129.201171875,62.137295678615665,36.0,245.0,209.0,62.148904480489435,1977593.0,117.0,117.0,0.166015625,0.083984375,0.17697794892954313,-1.0707136514947062,0.32647870416207986,45.89688309611285,6,0.9884460461296901,0.008811767867128973,0.0027421860031809474,1.882575420695429
17,003,003_P8 20m Holz eigene,unten2.txt,P8,20.0,Holz,Treffer,True,unten,2.0,,129.248046875,45.827280571978115,41.0,244.0,203.0,45.84427189546149,1076069.0,116.0,116.0,0.28125,0.099609375,0.17125400499475502,-0.6991053306682442,0.5160895816160488,53.86369945999869,9,0.9702087080072002,0.022709476454967924,0.007081815537831793,2.53030520938328
18,004,004_P8 10m Kunststoff,mitte1.txt,P8,10.0,Kunststoff,Treffer,False,mitte,1.0,,139.400390625,82.05867898475098,34.0,246.0,212.0,82.84682071826897,3514161.0,118.0,118.0,0.556640625,0.130859375,0.058664105530946815,-1.5581402879206345,0.4488209276695063,60.44422347235231,6,0.9335059489951808,0.059575904613019745,0.006918146391799318,1.424315368719453
19,004,004_P8 10m Kunststoff,mitte2.txt,P8,10.0,Kunststoff,Treffer,False,mitte,2.0,,150.15234375,84.59194467490292,34.0,246.0,212.0,87.44440197920048,3915020.0,118.0,118.0,0.01953125,0.125,-0.14898758772342127,-1.5936874769794551,0.35422015724057604,58.53793194209899,6,0.9571632268143241,0.03394864124368742,0.008888131941988554,1.349428863687787
20,004,004_P8 10m Kunststoff,oben1.txt,P8,10.0,Kunststoff,Treffer,False,oben,1.0,,135.7578125,73.81125592661897,34.0,246.0,212.0,74.21782236262392,2820242.0,118.0,118.0,0.609375,0.08984375,0.13830813344194484,-1.3240432390771193,0.4169862018933127,40.5728734218132,6,0.9895719205624199,0.009635656936227519,0.0007924225013526011,1.5899146086753801
21,004,004_P8 10m Kunststoff,oben2.txt,P8,10.0,Kunststoff,Treffer,False,oben,2.0,,138.9296875,76.42998057799272,34.0,246.0,212.0,77.20751258783046,3052032.0,118.0,118.0,0.341796875,0.09765625,0.09586624886324975,-1.419845802472111,0.4559188763420567,44.47378862085985,6,0.9778076465735203,0.020999715189547023,0.0011926382369326777,1.5283486806317723
22,004,004_P8 10m Kunststoff,unten1.txt,P8,10.0,Kunststoff,Treffer,False,unten,1.0,,184.92578125,81.02870319570188,35.0,247.0,212.0,99.02623547575662,5020772.0,119.0,119.0,0.5234375,0.130859375,-0.9398057852857687,-0.7957375245031759,0.4694234273135685,79.9444390627272,6,0.9214992623577772,0.04799806343978665,0.030502674202436093,1.201701745270642
23,004,004_P8 10m Kunststoff,unten2.txt,P8,10.0,Kunststoff,Treffer,False,unten,2.0,,178.4140625,83.51125273576066,34.0,247.0,213.0,97.54848554052492,4872042.0,119.0,119.0,0.76953125,0.1171875,-0.7793564324698953,-1.1016192567537166,0.44332561172502205,66.33124355867973,6,0.9447579940270296,0.044602725260356815,0.010639280712613648,1.2199061762916195
24,005,005_P8 10m Holz  PE,mitte1.txt,P8,10.0,Holz_PE,Treffer,False,mitte,1.0,,132.33203125,61.35099382038585,36.0,246.0,210.0,61.50374734518215,1936748.0,118.0,118.0,0.267578125,0.134765625,0.08549142229770687,-1.0683741189753015,0.34418726649001313,57.14331279291544,6,0.934996733826254,0.059518955007037015,0.005484311166709073,1.9185822830570156
25,005,005_P8 10m Holz  PE,mitte2.txt,P8,10.0,Holz_PE,Treffer,False,mitte,2.0,,132.576171875,59.572976342847426,35.0,246.0,211.0,59.74847997543536,1827779.0,118.0,118.0,0.220703125,0.138671875,0.017678945767585982,-0.9070120040602303,0.44122128550552336,61.0718387547571,6,0.8813716009575884,0.1132584383995267,0.005369960642884935,1.9749456395633644
26,005,005_P8 10m Holz  PE,oben1.txt,P8,10.0,Holz_PE,Treffer,False,oben,1.0,,134.70703125,74.23776801979922,34.0,245.0,211.0,74.54012656784263,2844790.0,117.0,117.0,0.2578125,0.150390625,0.15289753546380278,-1.3018310314077042,0.38733544479557364,54.08815154477994,6,0.964469967731136,0.03182609379069992,0.003703938478164147,1.5696243806608365
27,005,005_P8 10m Holz  PE,oben2.txt,P8,10.0,Holz_PE,Treffer,False,oben,2.0,,133.357421875,73.4170395938727,34.0,246.0,212.0,73.61225218586237,2774407.0,118.0,118.0,0.865234375,0.119140625,0.12137975086298511,-1.326852299848014,0.3782267706216139,52.26310475245729,6,0.9644082505570597,0.03341935957919746,0.0021723898637428574,1.6029940192627272
28,005,005_P8 10m Holz  PE,unten1.txt,P8,10.0,Holz_PE,Treffer,False,unten,1.0,,129.001953125,59.30171460894114,35.0,245.0,210.0,59.31017843190998,1801061.0,117.0,117.0,0.083984375,0.162109375,0.1975934754187881,-0.7378322311458403,0.6023482824846021,68.48489946825774,5,0.8663355444037665,0.12320421063819544,0.010460244958038196,1.9726799529417558
29,005,005_P8 10m Holz  PE,unten2.txt,P8,10.0,Holz_PE,Treffer,False,unten,2.0,,129.419921875,65.39069357518619,35.0,246.0,211.0,65.4061081579924,2190315.0,118.0,118.0,0.28125,0.12890625,0.2361241501164346,-1.1290771064839937,0.5692961971223317,67.22569737112286,5,0.878358883649702,0.10860437626841069,0.013036740081887268,1.804112846970802
30,006,006_P8 10m Vorbei,ssValues66.txt,P8,10.0,,Vorbei,False,,66.0,,129.087890625,7.51418514298371,108.0,152.0,44.0,7.592528193889042,29515.0,24.0,24.0,0.056640625,0.0859375,0.2562384769422924,0.18207296276355178,0.6269693376249365,38.48801983807365,19,0.994256910386229,0.003960651301504783,0.0017824383122662486,3.1610024202683564
31,006,006_P8 10m Vorbei,ssValues67.txt,P8,10.0,,Vorbei,False,,67.0,,129.25390625,6.115265253135871,115.0,147.0,32.0,6.2424954945918865,19952.0,19.0,19.0,0.00390625,0.08203125,0.3957248031050895,0.004741326711947824,0.6093123496391339,44.97689563824143,6,0.9914558822486734,0.004831076059462363,0.003713041691864221,3.0436545790728684
32,007,007_G36 10m Holz eigene,mitte1.txt,G36,10.0,Holz,Treffer,True,mitte,1.0,,129.111328125,17.1844687268354,85.0,172.0,87.0,17.22036630345011,151829.0,44.0,44.0,0.322265625,0.1640625,-0.019060262917814902,-0.08011465764052383,0.42504396393310895,61.345699848242724,9,0.9458939182398799,0.03647163276533296,0.01763444899478718,2.5551140563502104
33,007,007_G36 10m Holz eigene,mitte2.txt,G36,10.0,Holz,Treffer,True,mitte,2.0,,128.93359375,19.031518993762976,91.0,177.0,86.0,19.054404018493994,185892.0,49.0,49.0,0.525390625,0.080078125,0.21867999924515055,-0.5486715927918855,0.5143739375551395,47.46818624932858,9,0.9856861883254112,0.011691399083795184,0.002622412590793547,2.5715839734409722
34,007,007_G36 10m Holz eigene,oben1.txt,G36,10.0,Holz,Treffer,True,oben,1.0,,129.876953125,26.77478583185219,53.0,194.0,141.0,26.840493836272834,368851.0,75.0,-75.0,0.890625,0.11328125,0.014870958731648735,0.2032567509071277,0.1719041021984487,44.948851199070894,5,0.9896804454652178,0.007808766888158298,0.0025107876466239063,2.7942853978285997
35,007,007_G36 10m Holz eigene,oben2.txt,G36,10.0,Holz,Treffer,True,oben,2.0,,128.96875,17.028325436974125,87.0,172.0,85.0,17.055859513668608,148942.0,44.0,44.0,0.798828125,0.15625,-0.0484546124663949,-0.3361187897647402,0.3278658806783849,53.9836352413538,5,0.9552408146303383,0.036736182764111114,0.008023002605550516,2.57975858455908
36,007,007_G36 10m Holz eigene,unten1.txt,G36,10.0,Holz,Treffer,True,unten,1.0,,129.626953125,21.18555245689979,52.0,207.0,155.0,21.247931884656445,231155.0,79.0,79.0,0.19921875,0.1875,0.07938400007190936,2.0058044292475374,0.833453743159352,80.31715292820083,56,0.9044224021962823,0.05187986785065701,0.04369772995306062,3.7180089067082083
37,007,007_G36 10m Holz eigene,unten2.txt,G36,10.0,Holz,Treffer,True,unten,2.0,,129.40234375,16.7878023280844,61.0,193.0,132.0,16.846271842755,145304.0,67.0,-67.0,0.130859375,0.19921875,-0.23948106765284385,1.4868037598977173,0.7478183670098552,80.65705156759523,9,0.8792772449912649,0.07816011123448077,0.042562643774254325,3.977141092189916
38,008,008_G36 20m Holz eigene,mitte1.txt,G36,20.0,Holz,Treffer,True,mitte,1.0,,129.31640625,16.909498427953473,89.0,181.0,92.0,16.960662207001235,147284.0,53.0,53.0,0.23828125,0.119140625,0.18831835989900145,0.30905417063019014,0.4921444284511556,52.70243073473379,6,0.9665092822132637,0.02874669625224472,0.004744021534491484,3.1248779882543216
39,008,008_G36 20m Holz eigene,mitte2.txt,G36,20.0,Holz,Treffer,True,mitte,2.0,,129.384765625,20.24301582741115,71.0,195.0,124.0,20.29032443370485,210789.0,67.0,67.0,0.21484375,0.10546875,-0.13511568864100168,0.024862265213887458,0.4905521635379455,49.98047284503164,6,0.972992528778831,0.0240459921041758,0.002961479116993148,3.302066470923564
40,008,008_G36 20m Holz eigene,oben1.txt,G36,20.0,Holz,Treffer,True,oben,1.0,,128.490234375,15.197138863370578,93.0,166.0,73.0,15.205043879417119,118371.0,38.0,38.0,0.318359375,0.1328125,0.02266129881755886,-0.48002979879904517,0.38500984193763677,51.00357491886385,7,0.9631579831094306,0.03311756190882438,0.003724454981744999,2.4991706895986643
41,008,008_G36 20m Holz eigene,oben2.txt,G36,20.0,Holz,Treffer,True,oben,2.0,,128.75390625,23.697845373919776,74.0,195.0,121.0,23.70983445745668,287824.0,67.0,67.0,0.462890625,0.126953125,0.06255816385612,-0.17243408187514575,0.2588213630552004,48.108820805080356,5,0.9855817696015438,0.010936005010072348,0.0034822253883838804,2.825831623472295
42,008,008_G36 20m Holz eigene,unten1.txt,G36,20.0,Holz,Treffer,True,unten,1.0,,129.4765625,19.68738684243274,71.0,200.0,129.0,19.742680605733355,199564.0,72.0,72.0,0.34375,0.19921875,0.07308431720014961,0.6307187731565955,0.6828185444268505,79.9716882171538,5,0.8819600518269634,0.06785350677912545,0.05018644139391115,3.6469211772308157
43,008,008_G36 20m Holz eigene,unten2.txt,G36,20.0,Holz,Treffer,True,unten,2.0,,129.345703125,18.534586048098436,55.0,196.0,141.0,18.583374205859386,176815.0,73.0,-73.0,0.134765625,0.1953125,-0.07715964783421561,0.7313737364222082,0.7120040720527104,82.09036927660334,9,0.8687474131788158,0.07486102124648863,0.05639156557469565,3.9282424810158894
44,009,009_G36 100m Holz eigene,mitte1.txt,G36,100.0,Holz,Treffer,True,mitte,1.0,,128.978515625,18.463263973269484,76.0,174.0,98.0,18.48917546498491,175027.0,52.0,-52.0,0.48046875,0.158203125,-0.21966098567487613,-0.2094921385139652,0.4424403092094363,63.5415634442558,6,0.9403168758070068,0.0459366938083204,0.013746430384672612,2.812456407029397
45,009,009_G36 100m Holz eigene,mitte2.txt,G36,100.0,Holz,Treffer,True,mitte,2.0,,129.158203125,16.69382988251169,85.0,169.0,84.0,16.73395920351786,143373.0,43.0,-43.0,0.185546875,0.162109375,-0.06971481907967152,-0.37494981896088664,0.4802508143095283,64.0515361832291,6,0.9468645593628712,0.03647510710671604,0.016660333530412998,2.569625004726365
46,009,009_G36 100m Holz eigene,oben1.txt,G36,100.0,Holz,Treffer,True,oben,1.0,,130.0234375,17.820706374428422,80.0,173.0,93.0,17.93521326887417,164696.0,48.0,-48.0,0.873046875,0.10546875,-0.018003190910937807,-0.2163689809622471,0.2786831495604022,44.60364685306696,5,0.9764392203036443,0.02122880722856469,0.0023319724677910102,2.676299371395028
47,009,009_G36 100m Holz eigene,oben2.txt,G36,100.0,Holz,Treffer,True,oben,2.0,,130.248046875,19.013230285062104,69.0,173.0,104.0,19.1456689782572,187677.0,59.0,-59.0,0.85546875,0.1328125,-0.4006625831041531,0.9720028894850978,0.22085284824459045,46.36038811143773,5,0.9824186221047857,0.014586578367665977,0.0029947995275483967,3.0816368999130708
48,009,009_G36 100m Holz eigene,unten1.txt,G36,100.0,Holz,Treffer,True,unten,1.0,,129.552734375,17.26689481596773,62.0,184.0,122.0,17.336569459526878,153885.0,66.0,-66.0,0.134765625,0.171875,-0.06661242400381504,1.1855567319657698,0.747701205445625,77.45467795344199,9,0.8840596360619535,0.07692451533079848,0.03901584860724792,3.8069815455862503
49,009,009_G36 100m Holz eigene,unten2.txt,G36,100.0,Holz,Treffer,True,unten,2.0,,129.3671875,19.014333036944624,56.0,210.0,154.0,19.063422108844993,186068.0,82.0,82.0,0.193359375,0.197265625,-0.05218155925015313,2.1923963487757456,0.8000247221445923,73.26218717543966,5,0.9227570200363091,0.050936918501910414,0.026306061461780418,4.301431271232905
50,010,010_G36 150m Holz eigene,mitte1.txt,G36,150.0,Holz,Treffer,True,mitte,1.0,,128.7890625,18.154567410739748,84.0,186.0,102.0,18.17170706070291,169068.0,58.0,58.0,0.302734375,0.158203125,0.009711359449230038,0.22382194462562266,0.39125085764307854,62.8887679294176,8,0.9539965178642124,0.030494142770822234,0.015509339364965418,3.1917749831129343
51,010,010_G36 150m Holz eigene,mitte2.txt,G36,150.0,Holz,Treffer,True,mitte,2.0,,129.572265625,17.265579817354624,72.0,174.0,102.0,17.337020090690327,153893.0,56.0,-56.0,0.25,0.15625,-0.17935989651668147,0.4630706907117532,0.5353524851682663,58.08557441913401,9,0.9621385427790212,0.03074061517960883,0.007120842041369947,3.2300822000454925
52,010,010_G36 150m Holz eigene,oben1.txt,G36,150.0,Holz,Treffer,True,oben,1.0,,130.32421875,22.851515424631,60.0,186.0,126.0,22.969409004151586,270128.0,68.0,-68.0,0.873046875,0.109375,-0.042589960962802736,0.3807507422623284,0.13821225493099568,43.36502324545535,5,0.9898328631897328,0.008500419240971111,0.0016667175692960958,2.960459278022736
53,010,010_G36 150m Holz eigene,oben2.txt,G36,150.0,Holz,Treffer,True,oben,2.0,,129.90625,16.382363563829855,90.0,181.0,91.0,16.492896198060546,139272.0,53.0,53.0,0.41796875,0.1328125,0.27804025289901385,0.23032557589346458,0.3528706416221495,45.94247105818694,6,0.9667570619652992,0.031770887424070166,0.0014720506106304797,3.213504733208649
54,010,010_G36 150m Holz eigene,unten1.txt,G36,150.0,Holz,Treffer,True,unten,1.0,,129.541015625,22.289603915693654,48.0,202.0,154.0,22.342810294924853,255591.0,80.0,-80.0,0.15234375,0.17578125,-0.20067348976492586,0.7277578614390103,0.7352645437437155,77.10487745216747,6,0.912912415018084,0.052866089797263614,0.03422149518465246,3.5805701673343817
55,010,010_G36 150m Holz eigene,unten2.txt,G36,150.0,Holz,Treffer,True,unten,2.0,,129.54296875,23.642646133343945,43.0,204.0,161.0,23.692941327534662,287414.0,85.0,-85.0,0.150390625,0.171875,-0.0678242938569387,0.6145608494711983,0.7286910171390398,70.15801198891108,6,0.9074190672316153,0.07737057737059481,0.015210355397789923,3.587566390401263
56,011,011_G36 200m Holz eigene,mitte1.txt,G36,200.0,Holz,Treffer,True,mitte,1.0,,129.74609375,17.600214852842306,83.0,177.0,94.0,17.686616585712486,160162.0,49.0,49.0,0.609375,0.109375,-0.11671810663291626,-0.11624589607027414,0.37458947815336974,46.42912806953716,6,0.9839953927837356,0.014446339647208938,0.0015582675690554361,2.770456393384616
57,011,011_G36 200m Holz eigene,mitte2.txt,G36,200.0,Holz,Treffer,True,mitte,2.0,,129.73046875,18.821779516168853,88.0,176.0,88.0,18.901161505314956,182914.0,48.0,48.0,0.220703125,0.10546875,0.03837811453139027,-0.6808708803169305,0.2670763309533442,48.728368138628994,6,0.9765296779541326,0.019797201066891593,0.0036731209789758,2.539526472167491
58,011,011_G36 200m Holz eigene,oben1.txt,G36,200.0,Holz,Treffer,True,oben,1.0,,131.29296875,29.268358778064812,54.0,209.0,155.0,29.453021385759392,444150.0,81.0,81.0,0.94921875,0.125,0.13632674212507487,0.5517201330743577,0.11177755262861645,42.19136758196534,6,0.9882767037310262,0.00979941701965791,0.0019238792493160625,2.7501423007289008
59,011,011_G36 200m Holz eigene,oben2.txt,G36,200.0,Holz,Treffer,True,oben,2.0,,129.9296875,18.329635154643526,75.0,192.0,117.0,18.430931033184407,173926.0,64.0,64.0,0.326171875,0.09765625,-0.3474619939909109,0.7778032958312302,0.4618170946264503,39.5706928645606,15,0.9899065483551923,0.009250174683911067,0.0008432769608965815,3.4724236058014246
60,011,011_G36 200m Holz eigene,unten1.txt,G36,200.0,Holz,Treffer,True,unten,1.0,,129.884765625,18.726036831476605,67.0,188.0,121.0,18.82064815236181,181359.0,61.0,-61.0,0.140625,0.15234375,-0.12620611638232443,0.3130682087982306,0.6528542834929615,71.3830027355586,5,0.8967635454072755,0.08530234280411518,0.01793411178860924,3.2411211082071034
61,011,011_G36 200m Holz eigene,unten2.txt,G36,200.0,Holz,Treffer,True,unten,2.0,,129.484375,16.844989228532473,60.0,203.0,143.0,16.91026407984216,146410.0,75.0,75.0,0.203125,0.16015625,-0.03065083154615711,1.6476084977635992,0.6889761628304077,66.32961038492238,6,0.9372012241864709,0.04429668926429504,0.018502086549234166,4.435176153456314
62,012,012_G36 250m Holz eigene,mitte1.txt,G36,250.0,Holz,Treffer,True,mitte,1.0,,129.810546875,22.24967621985605,56.0,177.0,121.0,22.323220463790612,255143.0,72.0,-72.0,0.150390625,0.0859375,-0.17131049397587209,-0.2600204804943016,0.5153384572573028,40.26343752547694,9,0.9888291268792528,0.01071401056221248,0.0004568625585347176,3.2253410798662445
63,012,012_G36 250m Holz eigene,mitte2.txt,G36,250.0,Holz,Treffer,True,mitte,2.0,,129.064453125,19.76951533092498,82.0,187.0,105.0,19.798151349936692,200687.0,59.0,59.0,0.294921875,0.130859375,-0.011877524824753401,-0.27285666816666554,0.31457443680955915,54.13434796896999,6,0.972283277334609,0.02138125183794919,0.006335470827441886,2.9800762179347915
64,012,012_G36 250m Holz eigene,oben1.txt,G36,250.0,Holz,Treffer,True,oben,1.0,,128.935546875,24.899284355572906,62.0,190.0,128.0,24.916853922094578,317875.0,66.0,-66.0,0.9140625,0.109375,-0.06770667756510212,0.24507057093492124,0.19373653165552496,35.71870819358956,6,0.9913419225182606,0.008108625249144727,0.0005494522325945692,2.6488095248183345
65,012,012_G36 250m Holz eigene,oben2.txt,G36,250.0,Holz,Treffer,True,oben,2.0,,129.630859375,20.28792900529708,85.0,183.0,98.0,20.353372340351857,212101.0,55.0,55.0,0.7890625,0.080078125,0.24551308047644865,-0.3411059916942496,0.45579700237151166,36.37643486878488,6,0.9940220448558439,0.005436482919956729,0.000541472224199345,2.702254893075225
66,012,012_G36 250m Holz eigene,unten1.txt,G36,250.0,Holz,Treffer,True,unten,1.0,,128.619140625,22.966378807105716,68.0,207.0,139.0,22.97472286285517,270253.0,79.0,79.0,0.16796875,0.115234375,-0.044962540024112395,-0.21619007049197814,0.5741064854044173,64.8597175781753,6,0.9420165535209367,0.041246116763125354,0.01673732971593776,3.4385616082571433
67,012,012_G36 250m Holz eigene,unten2.txt,G36,250.0,Holz,Treffer,True,unten,2.0,,129.978515625,24.5235363538098,37.0,212.0,175.0,24.603218475943347,309923.0,91.0,-91.0,0.201171875,0.15625,-0.23195961540369883,0.8272358277828933,0.6637487375896594,65.57280553545971,6,0.9396896169873415,0.05342659822817973,0.006883784784478731,3.698703081683387
68,013,013_G36 50m Steinschlag,ssValues145.txt,G36,50.0,,Steinschlag,False,,145.0,,130.15234375,33.02420150634737,37.0,212.0,175.0,33.09426640295869,560758.0,91.0,-91.0,0.8125,0.08984375,-0.11889421474013208,0.21236922330703978,0.335736627921492,45.50852950437037,5,0.9785677523565136,0.019595389538162776,0.001836858105323592,2.7497210208326215
69,013,013_G36 50m Steinschlag,ssValues146.txt,G36,50.0,,Steinschlag,False,,146.0,,132.8828125,58.93841079542138,34.0,246.0,212.0,59.14032570928232,1790760.0,118.0,118.0,0.73046875,0.052734375,0.17560614680513667,-0.5606712515900236,0.07366257901673033,36.77098796133599,6,0.9967589401159025,0.002364462460744174,0.0008765974233533421,1.9952544830081
70,013,013_G36 50m Steinschlag,ssValues147.txt,G36,50.0,,Steinschlag,False,,147.0,,129.47265625,26.30766052539328,39.0,222.0,183.0,26.348846630355567,355462.0,94.0,94.0,0.0234375,0.109375,-0.08630268160781329,0.3089542596448789,0.730002081797773,82.62302994105441,6,0.8873403004264026,0.08104123680369393,0.03161846276990349,3.567518583076742
71,013,013_G36 50m Steinschlag,ssValues148.txt,G36,50.0,,Steinschlag,False,,148.0,,130.87890625,38.63669149983874,37.0,245.0,208.0,38.74379990721096,768554.0,117.0,117.0,0.287109375,0.15625,-0.04813087661060018,0.3437239351927408,0.7280373272405062,75.2082892169027,6,0.8890319878948127,0.07643772048213014,0.03453029162305718,3.0198380199461083
72,loose,(root),beim Auffahren mit Scheibe.txt,,,,Auffahren,False,,,mit Scheibe,133.267578125,12.44647460416087,111.0,161.0,50.0,13.515254691458834,93523.0,33.0,33.0,0.654296875,0.03125,0.11081873789388666,-0.8892053185156685,0.4198218620018605,28.697798432016192,6,0.9987246162564617,0.0006224570364796354,0.0006529267070586081,2.4416853955710622
73,loose,(root),beim Auffahren.txt,,,,Auffahren,False,,,,131.828125,12.959738962817692,103.0,154.0,51.0,13.513303630126869,93496.0,26.0,26.0,0.00390625,0.044921875,-0.06902746168650525,-0.7753431963656183,0.7397107897664071,36.93893649165559,2,0.9970342662979841,0.0014082127583699773,0.0015575209436459309,1.9240298826787976
